mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,model,sweep_param,anchor_params
120.92107510566711,1.9141482165101016,1.5720441341400146,0.060704604043622455,28,sqrt,5,300,"{'max_depth': 28, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 300}",0.7231805688887891,0.7205501987536918,0.7275718925754262,0.7346635665080894,0.7271800488478934,0.7266292551147779,0.004787284441307794,1,0.9999443431986288,0.9999397364679836,0.9999455816112677,0.9999566162068981,0.9999582082376183,0.9999488971444792,7.237811232875235e-06,RF,max_depth,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
119.09154171943665,2.879860595075243,1.4273954391479493,0.04548174282252136,,sqrt,5,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 300}",0.7228642963731848,0.7207047764613634,0.7268338712720338,0.7352301408838512,0.726782310739908,0.7264830791460682,0.004964031715860853,2,0.9999459123423543,0.9999387498577127,0.9999477026193686,0.9999565919886567,0.999956467073516,0.9999490847763217,6.777046357874249e-06,RF,max_depth,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
109.52978382110595,1.6813875745308302,1.3881293773651122,0.023828474573658158,16,sqrt,5,300,"{'max_depth': 16, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 300}",0.7227084543095929,0.7192512973668259,0.7269771108357681,0.7350457834274089,0.7281798907805975,0.7264325073440385,0.0053474632203710714,3,0.9956112095242818,0.9949858541247002,0.9952896042815812,0.9949817789598546,0.9956341023942152,0.9953005098569265,0.00028584429690801255,RF,max_depth,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
118.7836992263794,0.615530827762423,1.5133256435394287,0.03825250517071825,20,sqrt,5,300,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 300}",0.7219712532367257,0.7203136826252514,0.7259191409297416,0.733686567849112,0.7258857326419164,0.7255552754565495,0.0046190697480898235,4,0.9998068206891917,0.9997559095597055,0.9997842218411318,0.9998077568733282,0.9997894274884179,0.999788827290355,1.890628945410386e-05,RF,max_depth,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
90.76496167182923,1.512451375733721,1.0596343994140625,0.010719627142666728,12,sqrt,5,300,"{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 300}",0.7208246659525774,0.7181670713795193,0.724704776181808,0.7319597387300567,0.7244713464784136,0.7240255197444749,0.0046514269625024755,5,0.9324056298990331,0.9316437424243564,0.932506224725397,0.9301353098647527,0.9323764175000504,0.9318134648827179,0.0008935884100336102,RF,max_depth,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
61.42440972328186,0.6740546244337484,0.7570748805999756,0.024597816579181423,8,sqrt,5,300,"{'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 300}",0.7133206523872619,0.7129138560663337,0.7177841616569531,0.726330931730225,0.7190036457456952,0.7178706495172937,0.004860860230962766,6,0.7876075644199784,0.7874356928317665,0.7863605145280133,0.7868554640049374,0.7872219815977055,0.7870962434764801,0.0004453665651397968,RF,max_depth,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
110.79281930923462,2.157125975746658,1.2916147232055664,0.03938545642461649,20,sqrt,5,300,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 300}",0.7219712532367257,0.7203136826252514,0.7259191409297416,0.733686567849112,0.7258857326419164,0.7255552754565495,0.0046190697480898235,1,0.9998068206891917,0.9997559095597055,0.9997842218411318,0.9998077568733282,0.9997894274884179,0.999788827290355,1.890628945410386e-05,RF,max_features,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
226.28486781120301,4.107972339434431,1.4859123706817627,0.08130299509247603,20,0.15,5,300,"{'max_depth': 20, 'max_features': 0.15, 'min_samples_leaf': 5, 'n_estimators': 300}",0.7201691178007548,0.7173124891344413,0.723695409419791,0.7336070039108908,0.7262964628618339,0.7242160966255423,0.00560046448939392,2,0.9997887047910382,0.9997201532228696,0.9997394486857526,0.9997675800852636,0.9997786236034041,0.9997589020776656,2.5425799191449176e-05,RF,max_features,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
352.68756875991824,13.098306160722556,1.2719388484954834,0.06757358051333476,20,0.25,5,300,"{'max_depth': 20, 'max_features': 0.25, 'min_samples_leaf': 5, 'n_estimators': 300}",0.7191826958617324,0.7167188128513622,0.7248428352173935,0.7326010228483727,0.7238942682758938,0.7234479270109508,0.0054662112466910846,3,0.9997050417696882,0.9997155235477995,0.999706560313746,0.9997392791580618,0.9997154547816114,0.9997163719141815,1.2255140612864573e-05,RF,max_features,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
642.8292907238007,9.905170041952703,1.2195269584655761,0.042053842176492676,20,0.5,5,300,"{'max_depth': 20, 'max_features': 0.5, 'min_samples_leaf': 5, 'n_estimators': 300}",0.718617875443608,0.7151432214463314,0.7227634038517431,0.729932928477098,0.7225804333083485,0.7218075725054258,0.004942065953317674,4,0.9996898946251791,0.9996782783727254,0.9997013278989298,0.9997454815771836,0.9997068254397585,0.9997043615827554,2.278488304838351e-05,RF,max_features,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
