mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,model
5.2550242900848385,0.13810927584756372,0.5457906723022461,0.04021503948673578,0.03,{'C': 0.03},0.7443412578200158,0.7430053230403885,0.7485054686185428,0.7549496173241756,0.7512160066082327,0.7484035346822712,0.004391226914029885,2,0.7524256960733039,0.7527236829677033,0.7513804142746905,0.7497982951887532,0.7508101817566282,0.7514276540522159,0.0010690269186489586,LR
4.981386661529541,0.6923198650592006,0.6152932643890381,0.12128560775745496,0.1,{'C': 0.1},0.7443371384668562,0.7430899125300221,0.748444342465544,0.7548041954119692,0.7513521688362679,0.7484055515421318,0.004345910828468169,1,0.7524297419402289,0.7527198754678591,0.7513889875321944,0.7497805814570357,0.7508028831434155,0.7514244139081467,0.00107504844092988,LR
4.893861103057861,0.27572709391471634,0.9586856842041016,0.17529475011370166,0.3,{'C': 0.3},0.7443109948492791,0.7431303311337958,0.7483878461546306,0.7547425797602476,0.7513784182052732,0.7483900340206452,0.004326391503664555,3,0.7524021640161819,0.7526971859810074,0.7513689004128064,0.7497608295690963,0.7507958751491014,0.7514049910256386,0.0010714208654224822,LR
3.633475351333618,0.7732859166654322,0.489865779876709,0.022056825701430065,1.0,{'C': 1.0},0.744335731361074,0.7431019443041021,0.7483990230421327,0.754705663398243,0.7513794583900592,0.7483843640991222,0.004317985999599658,4,0.7523908269208976,0.7526975467183545,0.7513667500878867,0.7497527776411076,0.750779652751205,0.7513975108238903,0.001073742265059713,LR
